,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
100,frozenset({'Ozark'}),frozenset({'Stranger Things'}),0.7380952380952381,0.38095238095238093,0.2619047619047619,0.3548387096774194,0.9314516129032259,-0.019274376417233563,0.9595238095238096,-0.2193548387096775
101,frozenset({'Stranger Things'}),frozenset({'Ozark'}),0.38095238095238093,0.7380952380952381,0.2619047619047619,0.6875000000000001,0.9314516129032259,-0.019274376417233563,0.8380952380952382,-0.10625000000000001
102,frozenset({'Queen of the South'}),frozenset({'Ozark'}),0.35714285714285715,0.7380952380952381,0.2619047619047619,0.7333333333333334,0.9935483870967742,-0.0017006802721088454,0.9821428571428572,-0.01000000000000001
99,frozenset({'Shadow and Bone'}),"frozenset({'The Blacklist', 'Ozark'})",0.47619047619047616,0.5,0.2619047619047619,0.55,1.1,0.023809523809523836,1.1111111111111112,0.17355371900826466
105,frozenset({'The Wire'}),frozenset({'Ozark'}),0.35714285714285715,0.7380952380952381,0.2619047619047619,0.7333333333333334,0.9935483870967742,-0.0017006802721088454,0.9821428571428572,-0.01000000000000001
110,frozenset({'Atypical'}),"frozenset({'Mr. Robot', 'Ozark'})",0.5714285714285714,0.42857142857142855,0.2619047619047619,0.45833333333333337,1.0694444444444446,0.017006802721088482,1.054945054945055,0.1515151515151519
116,"frozenset({'The Blacklist', 'Ozark'})",frozenset({'The Walking Dead'}),0.5,0.47619047619047616,0.2619047619047619,0.5238095238095238,1.1,0.023809523809523836,1.1,0.18181818181818202
114,frozenset({'Daredevil'}),frozenset({'Ozark'}),0.38095238095238093,0.7380952380952381,0.2619047619047619,0.6875000000000001,0.9314516129032259,-0.019274376417233563,0.8380952380952382,-0.10625000000000001
113,frozenset({'Two and a half men'}),frozenset({'Ozark'}),0.3333333333333333,0.7380952380952381,0.2619047619047619,0.7857142857142858,1.0645161290322582,0.015873015873015872,1.2222222222222225,0.0909090909090909
112,frozenset({'Ozark'}),frozenset({'Two and a half men'}),0.7380952380952381,0.3333333333333333,0.2619047619047619,0.3548387096774194,1.0645161290322582,0.015873015873015872,1.0333333333333334,0.23140495867768598
111,frozenset({'Ozark'}),"frozenset({'Mr. Robot', 'Atypical'})",0.7380952380952381,0.30952380952380953,0.2619047619047619,0.3548387096774194,1.1464019851116625,0.03344671201814059,1.0702380952380952,0.48760330578512406
109,frozenset({'Mr. Robot'}),"frozenset({'Atypical', 'Ozark'})",0.5,0.4523809523809524,0.2619047619047619,0.5238095238095238,1.1578947368421053,0.035714285714285726,1.1500000000000001,0.2727272727272728
108,"frozenset({'Atypical', 'Ozark'})",frozenset({'Mr. Robot'}),0.4523809523809524,0.5,0.2619047619047619,0.5789473684210527,1.1578947368421053,0.035714285714285726,1.1875,0.24901185770750991
107,"frozenset({'Mr. Robot', 'Ozark'})",frozenset({'Atypical'}),0.42857142857142855,0.5714285714285714,0.2619047619047619,0.6111111111111112,1.0694444444444446,0.017006802721088482,1.1020408163265307,0.11363636363636395
106,"frozenset({'Mr. Robot', 'Atypical'})",frozenset({'Ozark'}),0.30952380952380953,0.7380952380952381,0.2619047619047619,0.8461538461538461,1.1464019851116625,0.03344671201814059,1.702380952380952,0.18495297805642633
115,frozenset({'Ozark'}),frozenset({'Daredevil'}),0.7380952380952381,0.38095238095238093,0.2619047619047619,0.3548387096774194,0.9314516129032259,-0.019274376417233563,0.9595238095238096,-0.2193548387096775
230,frozenset({'Family Guy'}),"frozenset({'Atypical', 'Deception'})",0.4523809523809524,0.3333333333333333,0.23809523809523808,0.5263157894736842,1.5789473684210527,0.0873015873015873,1.4074074074074074,0.6695652173913044
226,"frozenset({'Atypical', 'Family Guy'})",frozenset({'Deception'}),0.38095238095238093,0.47619047619047616,0.23809523809523808,0.625,1.3125,0.056689342403628135,1.396825396825397,0.38461538461538475
227,"frozenset({'Atypical', 'Deception'})",frozenset({'Family Guy'}),0.3333333333333333,0.4523809523809524,0.23809523809523808,0.7142857142857143,1.5789473684210527,0.0873015873015873,1.916666666666667,0.5499999999999999
228,"frozenset({'Family Guy', 'Deception'})",frozenset({'Atypical'}),0.2857142857142857,0.5714285714285714,0.23809523809523808,0.8333333333333334,1.4583333333333335,0.07482993197278912,2.571428571428572,0.44
229,frozenset({'Atypical'}),"frozenset({'Family Guy', 'Deception'})",0.5714285714285714,0.2857142857142857,0.23809523809523808,0.4166666666666667,1.4583333333333335,0.07482993197278912,1.2244897959183676,0.7333333333333333
236,frozenset({'Atypical'}),"frozenset({'The Blacklist', 'Berlin Station'})",0.5714285714285714,0.2857142857142857,0.23809523809523808,0.4166666666666667,1.4583333333333335,0.07482993197278912,1.2244897959183676,0.7333333333333333
231,frozenset({'Deception'}),"frozenset({'Atypical', 'Family Guy'})",0.47619047619047616,0.38095238095238093,0.23809523809523808,0.5,1.3125,0.056689342403628135,1.2380952380952381,0.4545454545454547
233,"frozenset({'The Blacklist', 'Berlin Station'})",frozenset({'Atypical'}),0.2857142857142857,0.5714285714285714,0.23809523809523808,0.8333333333333334,1.4583333333333335,0.07482993197278912,2.571428571428572,0.44
234,"frozenset({'Atypical', 'Berlin Station'})",frozenset({'The Blacklist'}),0.2857142857142857,0.6428571428571429,0.23809523809523808,0.8333333333333334,1.2962962962962963,0.05442176870748297,2.1428571428571432,0.3199999999999999
235,frozenset({'The Blacklist'}),"frozenset({'Atypical', 'Berlin Station'})",0.6428571428571429,0.2857142857142857,0.23809523809523808,0.37037037037037035,1.2962962962962963,0.05442176870748297,1.134453781512605,0.6399999999999999
237,frozenset({'Berlin Station'}),"frozenset({'The Blacklist', 'Atypical'})",0.4523809523809524,0.42857142857142855,0.23809523809523808,0.5263157894736842,1.2280701754385965,0.044217687074829926,1.2063492063492063,0.3391304347826087
224,frozenset({'Berlin Station'}),frozenset({'Shadow and Bone'}),0.4523809523809524,0.47619047619047616,0.23809523809523808,0.5263157894736842,1.105263157894737,0.022675736961451254,1.1058201058201058,0.17391304347826092
225,frozenset({'Shadow and Bone'}),frozenset({'Berlin Station'}),0.47619047619047616,0.4523809523809524,0.23809523809523808,0.5,1.1052631578947367,0.022675736961451254,1.0952380952380953,0.18181818181818188
212,"frozenset({'Atypical', 'Family Guy'})",frozenset({'Berlin Station'}),0.38095238095238093,0.4523809523809524,0.23809523809523808,0.625,1.381578947368421,0.06575963718820863,1.4603174603174605,0.44615384615384623
223,frozenset({'Deception'}),"frozenset({'Atypical', 'Ozark'})",0.47619047619047616,0.4523809523809524,0.23809523809523808,0.5,1.1052631578947367,0.022675736961451254,1.0952380952380953,0.18181818181818188
222,frozenset({'Ozark'}),"frozenset({'Atypical', 'Deception'})",0.7380952380952381,0.3333333333333333,0.23809523809523808,0.3225806451612903,0.967741935483871,-0.007936507936507964,0.9841269841269842,-0.112903225806452
221,frozenset({'Atypical'}),"frozenset({'Ozark', 'Deception'})",0.5714285714285714,0.35714285714285715,0.23809523809523808,0.4166666666666667,1.1666666666666667,0.03401360544217685,1.1020408163265307,0.33333333333333315
220,"frozenset({'Ozark', 'Deception'})",frozenset({'Atypical'}),0.35714285714285715,0.5714285714285714,0.23809523809523808,0.6666666666666666,1.1666666666666667,0.03401360544217685,1.2857142857142856,0.22222222222222215
219,"frozenset({'Atypical', 'Deception'})",frozenset({'Ozark'}),0.3333333333333333,0.7380952380952381,0.23809523809523808,0.7142857142857143,0.9677419354838709,-0.007936507936507964,0.9166666666666665,-0.04761904761904778
218,"frozenset({'Atypical', 'Ozark'})",frozenset({'Deception'}),0.4523809523809524,0.47619047619047616,0.23809523809523808,0.5263157894736842,1.105263157894737,0.022675736961451254,1.1058201058201058,0.17391304347826092
217,frozenset({'Berlin Station'}),"frozenset({'Atypical', 'Family Guy'})",0.4523809523809524,0.38095238095238093,0.23809523809523808,0.5263157894736842,1.381578947368421,0.06575963718820863,1.3068783068783068,0.5043478260869566
216,frozenset({'Family Guy'}),"frozenset({'Atypical', 'Berlin Station'})",0.4523809523809524,0.2857142857142857,0.23809523809523808,0.5263157894736842,1.8421052631578947,0.10884353741496597,1.507936507936508,0.834782608695652
215,frozenset({'Atypical'}),"frozenset({'Family Guy', 'Berlin Station'})",0.5714285714285714,0.2619047619047619,0.23809523809523808,0.4166666666666667,1.5909090909090908,0.08843537414965985,1.2653061224489799,0.8666666666666665
214,"frozenset({'Family Guy', 'Berlin Station'})",frozenset({'Atypical'}),0.2619047619047619,0.5714285714285714,0.23809523809523808,0.909090909090909,1.5909090909090908,0.08843537414965985,4.714285714285707,0.5032258064516129
213,"frozenset({'Atypical', 'Berlin Station'})",frozenset({'Family Guy'}),0.2857142857142857,0.4523809523809524,0.23809523809523808,0.8333333333333334,1.842105263157895,0.10884353741496597,3.285714285714287,0.6399999999999999
239,frozenset({'Daredevil'}),frozenset({'The Blacklist'}),0.38095238095238093,0.6428571428571429,0.23809523809523808,0.625,0.9722222222222221,-0.006802721088435382,0.9523809523809522,-0.044117647058823574
211,frozenset({'Deception'}),"frozenset({'Ozark', 'Family Guy'})",0.47619047619047616,0.38095238095238093,0.23809523809523808,0.5,1.3125,0.056689342403628135,1.2380952380952381,0.4545454545454547
210,frozenset({'Family Guy'}),"frozenset({'Ozark', 'Deception'})",0.4523809523809524,0.35714285714285715,0.23809523809523808,0.5263157894736842,1.4736842105263157,0.07653061224489793,1.357142857142857,0.5869565217391303
238,frozenset({'The Blacklist'}),frozenset({'Daredevil'}),0.6428571428571429,0.38095238095238093,0.23809523809523808,0.37037037037037035,0.9722222222222222,-0.006802721088435382,0.9831932773109243,-0.07407407407407415
252,frozenset({'Atypical'}),"frozenset({'The Blacklist', '12 Monkeys'})",0.5714285714285714,0.2857142857142857,0.23809523809523808,0.4166666666666667,1.4583333333333335,0.07482993197278912,1.2244897959183676,0.7333333333333333
240,frozenset({'Berlin Station'}),frozenset({'Dr. House'}),0.4523809523809524,0.30952380952380953,0.23809523809523808,0.5263157894736842,1.700404858299595,0.09807256235827663,1.4576719576719575,0.7521739130434781
257,"frozenset({'Mr. Robot', 'Family Guy'})",frozenset({'Ozark'}),0.2619047619047619,0.7380952380952381,0.23809523809523808,0.909090909090909,1.2316715542521992,0.04478458049886619,2.880952380952376,0.25483870967741923
208,"frozenset({'Family Guy', 'Deception'})",frozenset({'Ozark'}),0.2857142857142857,0.7380952380952381,0.23809523809523808,0.8333333333333334,1.129032258064516,0.02721088435374147,1.5714285714285716,0.15999999999999986
269,frozenset({'Family Guy'}),frozenset({'12 Monkeys'}),0.4523809523809524,0.35714285714285715,0.23809523809523808,0.5263157894736842,1.4736842105263157,0.07653061224489793,1.357142857142857,0.5869565217391303
268,frozenset({'12 Monkeys'}),frozenset({'Family Guy'}),0.35714285714285715,0.4523809523809524,0.23809523809523808,0.6666666666666666,1.4736842105263157,0.07653061224489793,1.6428571428571428,0.4999999999999999
267,frozenset({'Dr. House'}),frozenset({'Ozark'}),0.30952380952380953,0.7380952380952381,0.23809523809523808,0.7692307692307692,1.042183622828784,0.009637188208616754,1.1349206349206344,0.05862068965517226
266,frozenset({'Ozark'}),frozenset({'Dr. House'}),0.7380952380952381,0.30952380952380953,0.23809523809523808,0.3225806451612903,1.042183622828784,0.009637188208616754,1.0192743764172334,0.15454545454545415
265,frozenset({'The Wire'}),frozenset({'Atypical'}),0.35714285714285715,0.5714285714285714,0.23809523809523808,0.6666666666666666,1.1666666666666667,0.03401360544217685,1.2857142857142856,0.22222222222222215
264,frozenset({'Atypical'}),frozenset({'The Wire'}),0.5714285714285714,0.35714285714285715,0.23809523809523808,0.4166666666666667,1.1666666666666667,0.03401360544217685,1.1020408163265307,0.33333333333333315
263,frozenset({'Shadow and Bone'}),frozenset({'Demon Slayer'}),0.47619047619047616,0.47619047619047616,0.23809523809523808,0.5,1.05,0.011337868480725627,1.0476190476190477,0.09090909090909094
262,frozenset({'Demon Slayer'}),frozenset({'Shadow and Bone'}),0.47619047619047616,0.47619047619047616,0.23809523809523808,0.5,1.05,0.011337868480725627,1.0476190476190477,0.09090909090909094
261,frozenset({'Family Guy'}),"frozenset({'Mr. Robot', 'Ozark'})",0.4523809523809524,0.42857142857142855,0.23809523809523808,0.5263157894736842,1.2280701754385965,0.044217687074829926,1.2063492063492063,0.3391304347826087
260,frozenset({'Ozark'}),"frozenset({'Mr. Robot', 'Family Guy'})",0.7380952380952381,0.2619047619047619,0.23809523809523808,0.3225806451612903,1.2316715542521992,0.04478458049886619,1.0895691609977325,0.718181818181818
259,frozenset({'Mr. Robot'}),"frozenset({'Ozark', 'Family Guy'})",0.5,0.38095238095238093,0.23809523809523808,0.47619047619047616,1.25,0.047619047619047616,1.1818181818181819,0.4
258,"frozenset({'Ozark', 'Family Guy'})",frozenset({'Mr. Robot'}),0.38095238095238093,0.5,0.23809523809523808,0.625,1.25,0.047619047619047616,1.3333333333333333,0.3230769230769231
256,"frozenset({'Mr. Robot', 'Ozark'})",frozenset({'Family Guy'}),0.42857142857142855,0.4523809523809524,0.23809523809523808,0.5555555555555556,1.2280701754385965,0.044217687074829926,1.2321428571428574,0.325
241,frozenset({'Dr. House'}),frozenset({'Berlin Station'}),0.30952380952380953,0.4523809523809524,0.23809523809523808,0.7692307692307692,1.700404858299595,0.09807256235827663,2.3730158730158726,0.596551724137931
255,frozenset({'The Blacklist'}),frozenset({'Banshee'}),0.6428571428571429,0.2857142857142857,0.23809523809523808,0.37037037037037035,1.2962962962962963,0.05442176870748297,1.134453781512605,0.6399999999999999
254,frozenset({'Banshee'}),frozenset({'The Blacklist'}),0.2857142857142857,0.6428571428571429,0.23809523809523808,0.8333333333333334,1.2962962962962963,0.05442176870748297,2.1428571428571432,0.3199999999999999
253,frozenset({'12 Monkeys'}),"frozenset({'The Blacklist', 'Atypical'})",0.35714285714285715,0.42857142857142855,0.23809523809523808,0.6666666666666666,1.5555555555555556,0.08503401360544216,1.714285714285714,0.5555555555555556
251,frozenset({'The Blacklist'}),"frozenset({'Atypical', '12 Monkeys'})",0.6428571428571429,0.2857142857142857,0.23809523809523808,0.37037037037037035,1.2962962962962963,0.05442176870748297,1.134453781512605,0.6399999999999999
250,"frozenset({'Atypical', '12 Monkeys'})",frozenset({'The Blacklist'}),0.2857142857142857,0.6428571428571429,0.23809523809523808,0.8333333333333334,1.2962962962962963,0.05442176870748297,2.1428571428571432,0.3199999999999999
249,"frozenset({'The Blacklist', '12 Monkeys'})",frozenset({'Atypical'}),0.2857142857142857,0.5714285714285714,0.23809523809523808,0.8333333333333334,1.4583333333333335,0.07482993197278912,2.571428571428572,0.44
248,"frozenset({'The Blacklist', 'Atypical'})",frozenset({'12 Monkeys'}),0.42857142857142855,0.35714285714285715,0.23809523809523808,0.5555555555555556,1.5555555555555556,0.08503401360544216,1.4464285714285714,0.625
247,frozenset({'Berlin Station'}),"frozenset({'Atypical', 'Ozark'})",0.4523809523809524,0.4523809523809524,0.23809523809523808,0.5263157894736842,1.1634349030470914,0.03344671201814056,1.156084656084656,0.2565217391304346
246,frozenset({'Ozark'}),"frozenset({'Atypical', 'Berlin Station'})",0.7380952380952381,0.2857142857142857,0.23809523809523808,0.3225806451612903,1.1290322580645162,0.02721088435374147,1.0544217687074828,0.43636363636363606
245,frozenset({'Atypical'}),"frozenset({'Ozark', 'Berlin Station'})",0.5714285714285714,0.35714285714285715,0.23809523809523808,0.4166666666666667,1.1666666666666667,0.03401360544217685,1.1020408163265307,0.33333333333333315
244,"frozenset({'Ozark', 'Berlin Station'})",frozenset({'Atypical'}),0.35714285714285715,0.5714285714285714,0.23809523809523808,0.6666666666666666,1.1666666666666667,0.03401360544217685,1.2857142857142856,0.22222222222222215
243,"frozenset({'Atypical', 'Berlin Station'})",frozenset({'Ozark'}),0.2857142857142857,0.7380952380952381,0.23809523809523808,0.8333333333333334,1.129032258064516,0.02721088435374147,1.5714285714285716,0.15999999999999986
242,"frozenset({'Atypical', 'Ozark'})",frozenset({'Berlin Station'}),0.4523809523809524,0.4523809523809524,0.23809523809523808,0.5263157894736842,1.1634349030470914,0.03344671201814056,1.156084656084656,0.2565217391304346
209,frozenset({'Ozark'}),"frozenset({'Family Guy', 'Deception'})",0.7380952380952381,0.2857142857142857,0.23809523809523808,0.3225806451612903,1.1290322580645162,0.02721088435374147,1.0544217687074828,0.43636363636363606
232,"frozenset({'The Blacklist', 'Atypical'})",frozenset({'Berlin Station'}),0.42857142857142855,0.4523809523809524,0.23809523809523808,0.5555555555555556,1.2280701754385965,0.044217687074829926,1.2321428571428574,0.325
207,"frozenset({'Ozark', 'Deception'})",frozenset({'Family Guy'}),0.35714285714285715,0.4523809523809524,0.23809523809523808,0.6666666666666666,1.4736842105263157,0.07653061224489793,1.6428571428571428,0.4999999999999999
160,frozenset({'Ozark'}),"frozenset({'The Blacklist', 'Berlin Station'})",0.7380952380952381,0.2857142857142857,0.23809523809523808,0.3225806451612903,1.1290322580645162,0.02721088435374147,1.0544217687074828,0.43636363636363606
173,frozenset({'Shadow and Bone'}),frozenset({'The Walking Dead'}),0.47619047619047616,0.47619047619047616,0.23809523809523808,0.5,1.05,0.011337868480725627,1.0476190476190477,0.09090909090909094
172,frozenset({'The Walking Dead'}),frozenset({'Shadow and Bone'}),0.47619047619047616,0.47619047619047616,0.23809523809523808,0.5,1.05,0.011337868480725627,1.0476190476190477,0.09090909090909094
171,frozenset({'Berlin Station'}),"frozenset({'Ozark', 'Family Guy'})",0.4523809523809524,0.38095238095238093,0.23809523809523808,0.5263157894736842,1.381578947368421,0.06575963718820863,1.3068783068783068,0.5043478260869566
170,frozenset({'Family Guy'}),"frozenset({'Ozark', 'Berlin Station'})",0.4523809523809524,0.35714285714285715,0.23809523809523808,0.5263157894736842,1.4736842105263157,0.07653061224489793,1.357142857142857,0.5869565217391303
169,frozenset({'Ozark'}),"frozenset({'Family Guy', 'Berlin Station'})",0.7380952380952381,0.2619047619047619,0.23809523809523808,0.3225806451612903,1.2316715542521992,0.04478458049886619,1.0895691609977325,0.718181818181818
168,"frozenset({'Family Guy', 'Berlin Station'})",frozenset({'Ozark'}),0.2619047619047619,0.7380952380952381,0.23809523809523808,0.909090909090909,1.2316715542521992,0.04478458049886619,2.880952380952376,0.25483870967741923
167,"frozenset({'Ozark', 'Berlin Station'})",frozenset({'Family Guy'}),0.35714285714285715,0.4523809523809524,0.23809523809523808,0.6666666666666666,1.4736842105263157,0.07653061224489793,1.6428571428571428,0.4999999999999999
166,"frozenset({'Ozark', 'Family Guy'})",frozenset({'Berlin Station'}),0.38095238095238093,0.4523809523809524,0.23809523809523808,0.625,1.381578947368421,0.06575963718820863,1.4603174603174605,0.44615384615384623
165,frozenset({'The Mentalist'}),frozenset({'The Blacklist'}),0.42857142857142855,0.6428571428571429,0.23809523809523808,0.5555555555555556,0.8641975308641975,-0.0374149659863946,0.8035714285714285,-0.21568627450980413
164,frozenset({'The Blacklist'}),frozenset({'The Mentalist'}),0.6428571428571429,0.42857142857142855,0.23809523809523808,0.37037037037037035,0.8641975308641975,-0.0374149659863946,0.9075630252100839,-0.3055555555555559
163,frozenset({'Ozark'}),frozenset({'Jack Ryan'}),0.7380952380952381,0.2857142857142857,0.23809523809523808,0.3225806451612903,1.1290322580645162,0.02721088435374147,1.0544217687074828,0.43636363636363606
162,frozenset({'Jack Ryan'}),frozenset({'Ozark'}),0.2857142857142857,0.7380952380952381,0.23809523809523808,0.8333333333333334,1.129032258064516,0.02721088435374147,1.5714285714285716,0.15999999999999986
161,frozenset({'Berlin Station'}),"frozenset({'The Blacklist', 'Ozark'})",0.4523809523809524,0.5,0.23809523809523808,0.5263157894736842,1.0526315789473684,0.01190476190476189,1.0555555555555556,0.09130434782608685
159,frozenset({'The Blacklist'}),"frozenset({'Ozark', 'Berlin Station'})",0.6428571428571429,0.35714285714285715,0.23809523809523808,0.37037037037037035,1.037037037037037,0.008503401360544172,1.0210084033613445,0.09999999999999948
175,"frozenset({'Atypical', 'The Walking Dead'})",frozenset({'Ozark'}),0.23809523809523808,0.7380952380952381,0.23809523809523808,1.0,1.3548387096774193,0.062358276643990906,inf,0.34374999999999994
158,"frozenset({'Ozark', 'Berlin Station'})",frozenset({'The Blacklist'}),0.35714285714285715,0.6428571428571429,0.23809523809523808,0.6666666666666666,1.037037037037037,0.008503401360544172,1.0714285714285712,0.05555555555555526
157,"frozenset({'The Blacklist', 'Berlin Station'})",frozenset({'Ozark'}),0.2857142857142857,0.7380952380952381,0.23809523809523808,0.8333333333333334,1.129032258064516,0.02721088435374147,1.5714285714285716,0.15999999999999986
156,"frozenset({'The Blacklist', 'Ozark'})",frozenset({'Berlin Station'}),0.5,0.4523809523809524,0.23809523809523808,0.47619047619047616,1.0526315789473684,0.01190476190476189,1.0454545454545454,0.09999999999999988
155,frozenset({'Hanna'}),frozenset({'Ozark'}),0.38095238095238093,0.7380952380952381,0.23809523809523808,0.625,0.846774193548387,-0.0430839002267574,0.6984126984126983,-0.22619047619047636
154,frozenset({'Ozark'}),frozenset({'Hanna'}),0.7380952380952381,0.38095238095238093,0.23809523809523808,0.3225806451612903,0.8467741935483871,-0.0430839002267574,0.9138321995464852,-0.40860215053763466
152,frozenset({'Atypical'}),frozenset({'Jack Ryan'}),0.5714285714285714,0.2857142857142857,0.23809523809523808,0.4166666666666667,1.4583333333333335,0.07482993197278912,1.2244897959183676,0.7333333333333333
151,frozenset({'Deception'}),"frozenset({'The Blacklist', 'Atypical'})",0.47619047619047616,0.42857142857142855,0.23809523809523808,0.5,1.1666666666666667,0.03401360544217688,1.1428571428571428,0.2727272727272728
150,frozenset({'Atypical'}),"frozenset({'The Blacklist', 'Deception'})",0.5714285714285714,0.2857142857142857,0.23809523809523808,0.4166666666666667,1.4583333333333335,0.07482993197278912,1.2244897959183676,0.7333333333333333
149,frozenset({'The Blacklist'}),"frozenset({'Atypical', 'Deception'})",0.6428571428571429,0.3333333333333333,0.23809523809523808,0.37037037037037035,1.1111111111111112,0.02380952380952378,1.0588235294117647,0.2799999999999997
148,"frozenset({'Atypical', 'Deception'})",frozenset({'The Blacklist'}),0.3333333333333333,0.6428571428571429,0.23809523809523808,0.7142857142857143,1.1111111111111112,0.02380952380952378,1.25,0.1499999999999998
147,"frozenset({'The Blacklist', 'Deception'})",frozenset({'Atypical'}),0.2857142857142857,0.5714285714285714,0.23809523809523808,0.8333333333333334,1.4583333333333335,0.07482993197278912,2.571428571428572,0.44
146,"frozenset({'The Blacklist', 'Atypical'})",frozenset({'Deception'}),0.42857142857142855,0.47619047619047616,0.23809523809523808,0.5555555555555556,1.1666666666666667,0.03401360544217688,1.1785714285714286,0.2500000000000001
206,"frozenset({'Ozark', 'Family Guy'})",frozenset({'Deception'}),0.38095238095238093,0.47619047619047616,0.23809523809523808,0.625,1.3125,0.056689342403628135,1.396825396825397,0.38461538461538475
174,"frozenset({'Atypical', 'Ozark'})",frozenset({'The Walking Dead'}),0.4523809523809524,0.47619047619047616,0.23809523809523808,0.5263157894736842,1.105263157894737,0.022675736961451254,1.1058201058201058,0.17391304347826092
153,frozenset({'Jack Ryan'}),frozenset({'Atypical'}),0.2857142857142857,0.5714285714285714,0.23809523809523808,0.8333333333333334,1.4583333333333335,0.07482993197278912,2.571428571428572,0.44
176,"frozenset({'Ozark', 'The Walking Dead'})",frozenset({'Atypical'}),0.38095238095238093,0.5714285714285714,0.23809523809523808,0.625,1.09375,0.020408163265306145,1.142857142857143,0.13846153846153864
192,frozenset({'The Blacklist'}),frozenset({'Queen of the South'}),0.6428571428571429,0.35714285714285715,0.23809523809523808,0.37037037037037035,1.037037037037037,0.008503401360544172,1.0210084033613445,0.09999999999999948
205,frozenset({'The Wire'}),frozenset({'The Blacklist'}),0.35714285714285715,0.6428571428571429,0.23809523809523808,0.6666666666666666,1.037037037037037,0.008503401360544172,1.0714285714285712,0.05555555555555526
177,frozenset({'Atypical'}),"frozenset({'Ozark', 'The Walking Dead'})",0.5714285714285714,0.38095238095238093,0.23809523809523808,0.4166666666666667,1.09375,0.020408163265306145,1.0612244897959184,0.2000000000000002
204,frozenset({'The Blacklist'}),frozenset({'The Wire'}),0.6428571428571429,0.35714285714285715,0.23809523809523808,0.37037037037037035,1.037037037037037,0.008503401360544172,1.0210084033613445,0.09999999999999948
203,frozenset({'Ozark'}),frozenset({'12 Monkeys'}),0.7380952380952381,0.35714285714285715,0.23809523809523808,0.3225806451612903,0.9032258064516129,-0.02551020408163268,0.9489795918367345,-0.29032258064516153
202,frozenset({'12 Monkeys'}),frozenset({'Ozark'}),0.35714285714285715,0.7380952380952381,0.23809523809523808,0.6666666666666666,0.9032258064516128,-0.02551020408163268,0.7857142857142855,-0.14285714285714302
200,frozenset({'Ozark'}),frozenset({'The Stranger'}),0.7380952380952381,0.30952380952380953,0.23809523809523808,0.3225806451612903,1.042183622828784,0.009637188208616754,1.0192743764172334,0.15454545454545415
199,frozenset({'Atypical'}),"frozenset({'Mr. Robot', 'The Blacklist'})",0.5714285714285714,0.3333333333333333,0.23809523809523808,0.4166666666666667,1.2500000000000002,0.047619047619047616,1.1428571428571432,0.4666666666666666
198,frozenset({'The Blacklist'}),"frozenset({'Mr. Robot', 'Atypical'})",0.6428571428571429,0.30952380952380953,0.23809523809523808,0.37037037037037035,1.1965811965811965,0.03911564625850336,1.0966386554621848,0.45999999999999963
197,frozenset({'Mr. Robot'}),"frozenset({'The Blacklist', 'Atypical'})",0.5,0.42857142857142855,0.23809523809523808,0.47619047619047616,1.1111111111111112,0.023809523809523808,1.0909090909090908,0.2
196,"frozenset({'The Blacklist', 'Atypical'})",frozenset({'Mr. Robot'}),0.42857142857142855,0.5,0.23809523809523808,0.5555555555555556,1.1111111111111112,0.023809523809523808,1.125,0.17500000000000002
195,"frozenset({'Mr. Robot', 'Atypical'})",frozenset({'The Blacklist'}),0.30952380952380953,0.6428571428571429,0.23809523809523808,0.7692307692307692,1.1965811965811963,0.03911564625850336,1.547619047619047,0.2379310344827584
194,"frozenset({'Mr. Robot', 'The Blacklist'})",frozenset({'Atypical'}),0.3333333333333333,0.5714285714285714,0.23809523809523808,0.7142857142857143,1.25,0.047619047619047616,1.5000000000000002,0.29999999999999993
193,frozenset({'Queen of the South'}),frozenset({'The Blacklist'}),0.35714285714285715,0.6428571428571429,0.23809523809523808,0.6666666666666666,1.037037037037037,0.008503401360544172,1.0714285714285712,0.05555555555555526
201,frozenset({'The Stranger'}),frozenset({'Ozark'}),0.30952380952380953,0.7380952380952381,0.23809523809523808,0.7692307692307692,1.042183622828784,0.009637188208616754,1.1349206349206344,0.05862068965517226
191,frozenset({'Alice in Borderland'}),frozenset({'The Blacklist'}),0.30952380952380953,0.6428571428571429,0.23809523809523808,0.7692307692307692,1.1965811965811963,0.03911564625850336,1.547619047619047,0.2379310344827584
184,"frozenset({'Ozark', 'The Mentalist'})",frozenset({'Atypical'}),0.30952380952380953,0.5714285714285714,0.23809523809523808,0.7692307692307692,1.346153846153846,0.06122448979591835,1.8571428571428568,0.37241379310344824
179,frozenset({'The Walking Dead'}),"frozenset({'Atypical', 'Ozark'})",0.47619047619047616,0.4523809523809524,0.23809523809523808,0.5,1.1052631578947367,0.022675736961451254,1.0952380952380953,0.18181818181818188
190,frozenset({'The Blacklist'}),frozenset({'Alice in Borderland'}),0.6428571428571429,0.30952380952380953,0.23809523809523808,0.37037037037037035,1.1965811965811965,0.03911564625850336,1.0966386554621848,0.45999999999999963
178,frozenset({'Ozark'}),"frozenset({'Atypical', 'The Walking Dead'})",0.7380952380952381,0.23809523809523808,0.23809523809523808,0.3225806451612903,1.3548387096774195,0.062358276643990906,1.1247165532879817,0.9999999999999999
180,frozenset({'Atypical'}),frozenset({'The Walking Dead'}),0.5714285714285714,0.47619047619047616,0.23809523809523808,0.4166666666666667,0.8750000000000001,-0.03401360544217685,0.8979591836734695,-0.2499999999999999
