,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,book_names,recomendation
31,frozenset({'Shadow and Bone'}),frozenset({'Ozark'}),0.47619047619047616,0.7380952380952381,0.3333333333333333,0.7,0.9483870967741934,-0.018140589569161036,0.8730158730158728,-0.09411764705882372,['Shadow and Bone'],['Ozark']
30,frozenset({'Ozark'}),frozenset({'Shadow and Bone'}),0.7380952380952381,0.47619047619047616,0.3333333333333333,0.4516129032258064,0.9483870967741934,-0.018140589569161036,0.9551820728291316,-0.17204301075268852,['Ozark'],['Shadow and Bone']
29,frozenset({'The Blacklist'}),frozenset({'Mr. Robot'}),0.6428571428571429,0.5,0.3333333333333333,0.5185185185185185,1.037037037037037,0.011904761904761862,1.0384615384615383,0.09999999999999966,['The Blacklist'],['Mr. Robot']
28,frozenset({'Mr. Robot'}),frozenset({'The Blacklist'}),0.5,0.6428571428571429,0.3333333333333333,0.6666666666666666,1.037037037037037,0.011904761904761862,1.0714285714285712,0.07142857142857117,['Mr. Robot'],['The Blacklist']
23,frozenset({'Ozark'}),"frozenset({'The Blacklist', 'Atypical'})",0.7380952380952381,0.42857142857142855,0.3333333333333333,0.4516129032258064,1.053763440860215,0.0170068027210884,1.042016806722689,0.19480519480519443,['Ozark'],"['The Blacklist', 'Atypical']"
26,frozenset({'The Blacklist'}),frozenset({'Family Guy'}),0.6428571428571429,0.4523809523809524,0.3333333333333333,0.5185185185185185,1.1461988304093567,0.042517006802721025,1.1373626373626373,0.35714285714285665,['The Blacklist'],['Family Guy']
24,frozenset({'The Blacklist'}),frozenset({'Demon Slayer'}),0.6428571428571429,0.47619047619047616,0.3333333333333333,0.5185185185185185,1.0888888888888888,0.02721088435374147,1.0879120879120878,0.2285714285714284,['The Blacklist'],['Demon Slayer']
22,frozenset({'Atypical'}),"frozenset({'The Blacklist', 'Ozark'})",0.5714285714285714,0.5,0.3333333333333333,0.5833333333333334,1.1666666666666667,0.047619047619047616,1.2000000000000002,0.3333333333333333,['Atypical'],"['The Blacklist', 'Ozark']"
21,frozenset({'The Blacklist'}),"frozenset({'Atypical', 'Ozark'})",0.6428571428571429,0.4523809523809524,0.3333333333333333,0.5185185185185185,1.1461988304093567,0.042517006802721025,1.1373626373626373,0.35714285714285665,['The Blacklist'],"['Atypical', 'Ozark']"
20,"frozenset({'Atypical', 'Ozark'})",frozenset({'The Blacklist'}),0.4523809523809524,0.6428571428571429,0.3333333333333333,0.7368421052631579,1.1461988304093567,0.042517006802721025,1.3571428571428568,0.23291925465838473,"['Atypical', 'Ozark']",['The Blacklist']
19,"frozenset({'The Blacklist', 'Ozark'})",frozenset({'Atypical'}),0.5,0.5714285714285714,0.3333333333333333,0.6666666666666666,1.1666666666666667,0.047619047619047616,1.2857142857142856,0.2857142857142857,"['The Blacklist', 'Ozark']",['Atypical']
18,"frozenset({'The Blacklist', 'Atypical'})",frozenset({'Ozark'}),0.42857142857142855,0.7380952380952381,0.3333333333333333,0.7777777777777778,1.053763440860215,0.0170068027210884,1.1785714285714284,0.0892857142857141,"['The Blacklist', 'Atypical']",['Ozark']
25,frozenset({'Demon Slayer'}),frozenset({'The Blacklist'}),0.47619047619047616,0.6428571428571429,0.3333333333333333,0.7,1.0888888888888888,0.02721088435374147,1.1904761904761902,0.1558441558441557,['Demon Slayer'],['The Blacklist']
51,frozenset({'Atypical'}),"frozenset({'Family Guy', 'Ozark'})",0.5714285714285714,0.38095238095238093,0.30952380952380953,0.5416666666666667,1.4218750000000002,0.0918367346938776,1.3506493506493509,0.6923076923076926,['Atypical'],"['Family Guy', 'Ozark']"
48,"frozenset({'Atypical', 'Family Guy'})",frozenset({'Ozark'}),0.38095238095238093,0.7380952380952381,0.30952380952380953,0.8125000000000001,1.1008064516129032,0.028344671201814053,1.3968253968253974,0.1479289940828402,"['Atypical', 'Family Guy']",['Ozark']
49,"frozenset({'Atypical', 'Ozark'})",frozenset({'Family Guy'}),0.4523809523809524,0.4523809523809524,0.30952380952380953,0.6842105263157895,1.5124653739612188,0.10487528344671201,1.7341269841269844,0.6187290969899665,"['Atypical', 'Ozark']",['Family Guy']
50,"frozenset({'Family Guy', 'Ozark'})",frozenset({'Atypical'}),0.38095238095238093,0.5714285714285714,0.30952380952380953,0.8125000000000001,1.4218750000000002,0.0918367346938776,2.2857142857142874,0.4792899408284026,"['Family Guy', 'Ozark']",['Atypical']
55,frozenset({'The Mentalist'}),frozenset({'Atypical'}),0.42857142857142855,0.5714285714285714,0.30952380952380953,0.7222222222222223,1.263888888888889,0.0646258503401361,1.5428571428571436,0.36538461538461564,['The Mentalist'],['Atypical']
52,frozenset({'Family Guy'}),"frozenset({'Atypical', 'Ozark'})",0.4523809523809524,0.4523809523809524,0.30952380952380953,0.6842105263157895,1.5124653739612188,0.10487528344671201,1.7341269841269844,0.6187290969899665,['Family Guy'],"['Atypical', 'Ozark']"
53,frozenset({'Ozark'}),"frozenset({'Atypical', 'Family Guy'})",0.7380952380952381,0.38095238095238093,0.30952380952380953,0.41935483870967744,1.1008064516129032,0.028344671201814053,1.0661375661375663,0.34965034965034963,['Ozark'],"['Atypical', 'Family Guy']"
54,frozenset({'Atypical'}),frozenset({'The Mentalist'}),0.5714285714285714,0.42857142857142855,0.30952380952380953,0.5416666666666667,1.263888888888889,0.0646258503401361,1.246753246753247,0.4871794871794875,['Atypical'],['The Mentalist']
46,frozenset({'The Blacklist'}),frozenset({'The Walking Dead'}),0.6428571428571429,0.47619047619047616,0.30952380952380953,0.48148148148148145,1.011111111111111,0.003401360544217691,1.010204081632653,0.03076923076923081,['The Blacklist'],['The Walking Dead']
47,frozenset({'The Walking Dead'}),frozenset({'The Blacklist'}),0.47619047619047616,0.6428571428571429,0.30952380952380953,0.65,1.011111111111111,0.003401360544217691,1.0204081632653061,0.020979020979021,['The Walking Dead'],['The Blacklist']
37,frozenset({'Atypical'}),frozenset({'Mr. Robot'}),0.5714285714285714,0.5,0.30952380952380953,0.5416666666666667,1.0833333333333335,0.023809523809523836,1.090909090909091,0.17948717948717968,['Atypical'],['Mr. Robot']
45,frozenset({'The Mentalist'}),frozenset({'Ozark'}),0.42857142857142855,0.7380952380952381,0.30952380952380953,0.7222222222222223,0.9784946236559141,-0.006802721088435382,0.9428571428571431,-0.03703703703703708,['The Mentalist'],['Ozark']
43,frozenset({'Family Guy'}),"frozenset({'The Blacklist', 'Atypical'})",0.4523809523809524,0.42857142857142855,0.30952380952380953,0.6842105263157895,1.5964912280701755,0.11564625850340138,1.8095238095238095,0.6822742474916389,['Family Guy'],"['The Blacklist', 'Atypical']"
42,frozenset({'Atypical'}),"frozenset({'The Blacklist', 'Family Guy'})",0.5714285714285714,0.3333333333333333,0.30952380952380953,0.5416666666666667,1.6250000000000002,0.11904761904761907,1.454545454545455,0.8974358974358976,['Atypical'],"['The Blacklist', 'Family Guy']"
41,frozenset({'The Blacklist'}),"frozenset({'Atypical', 'Family Guy'})",0.6428571428571429,0.38095238095238093,0.30952380952380953,0.48148148148148145,1.2638888888888888,0.06462585034013607,1.193877551020408,0.5846153846153849,['The Blacklist'],"['Atypical', 'Family Guy']"
40,"frozenset({'Atypical', 'Family Guy'})",frozenset({'The Blacklist'}),0.38095238095238093,0.6428571428571429,0.30952380952380953,0.8125000000000001,1.263888888888889,0.06462585034013607,1.9047619047619055,0.3372781065088758,"['Atypical', 'Family Guy']",['The Blacklist']
39,"frozenset({'The Blacklist', 'Family Guy'})",frozenset({'Atypical'}),0.3333333333333333,0.5714285714285714,0.30952380952380953,0.9285714285714286,1.6250000000000002,0.11904761904761907,6.0000000000000036,0.576923076923077,"['The Blacklist', 'Family Guy']",['Atypical']
38,"frozenset({'The Blacklist', 'Atypical'})",frozenset({'Family Guy'}),0.42857142857142855,0.4523809523809524,0.30952380952380953,0.7222222222222223,1.5964912280701757,0.11564625850340138,1.9714285714285724,0.653846153846154,"['The Blacklist', 'Atypical']",['Family Guy']
36,frozenset({'Mr. Robot'}),frozenset({'Atypical'}),0.5,0.5714285714285714,0.30952380952380953,0.6190476190476191,1.0833333333333335,0.023809523809523836,1.1250000000000002,0.15384615384615402,['Mr. Robot'],['Atypical']
44,frozenset({'Ozark'}),frozenset({'The Mentalist'}),0.7380952380952381,0.42857142857142855,0.30952380952380953,0.41935483870967744,0.9784946236559141,-0.006802721088435382,0.9841269841269842,-0.07741935483870978,['Ozark'],['The Mentalist']
79,frozenset({'Ozark'}),"frozenset({'Mr. Robot', 'The Blacklist'})",0.7380952380952381,0.3333333333333333,0.2857142857142857,0.3870967741935483,1.161290322580645,0.03968253968253965,1.0877192982456139,0.53030303030303,['Ozark'],"['Mr. Robot', 'The Blacklist']"
81,frozenset({'12 Monkeys'}),frozenset({'The Blacklist'}),0.35714285714285715,0.6428571428571429,0.2857142857142857,0.7999999999999999,1.2444444444444442,0.05612244897959179,1.785714285714285,0.3055555555555553,['12 Monkeys'],['The Blacklist']
80,frozenset({'The Blacklist'}),frozenset({'12 Monkeys'}),0.6428571428571429,0.35714285714285715,0.2857142857142857,0.44444444444444436,1.2444444444444442,0.05612244897959179,1.157142857142857,0.5499999999999997,['The Blacklist'],['12 Monkeys']
76,"frozenset({'The Blacklist', 'Ozark'})",frozenset({'Mr. Robot'}),0.5,0.5,0.2857142857142857,0.5714285714285714,1.1428571428571428,0.0357142857142857,1.1666666666666665,0.2499999999999999,"['The Blacklist', 'Ozark']",['Mr. Robot']
78,frozenset({'The Blacklist'}),"frozenset({'Mr. Robot', 'Ozark'})",0.6428571428571429,0.42857142857142855,0.2857142857142857,0.44444444444444436,1.037037037037037,0.010204081632653017,1.0285714285714285,0.09999999999999959,['The Blacklist'],"['Mr. Robot', 'Ozark']"
77,frozenset({'Mr. Robot'}),"frozenset({'The Blacklist', 'Ozark'})",0.5,0.5,0.2857142857142857,0.5714285714285714,1.1428571428571428,0.0357142857142857,1.1666666666666665,0.2499999999999999,['Mr. Robot'],"['The Blacklist', 'Ozark']"
83,frozenset({'Berlin Station'}),frozenset({'The Blacklist'}),0.4523809523809524,0.6428571428571429,0.2857142857142857,0.631578947368421,0.982456140350877,-0.005102040816326592,0.9693877551020406,-0.03157894736842142,['Berlin Station'],['The Blacklist']
82,frozenset({'The Blacklist'}),frozenset({'Berlin Station'}),0.6428571428571429,0.4523809523809524,0.2857142857142857,0.44444444444444436,0.982456140350877,-0.005102040816326592,0.9857142857142858,-0.04761904761904818,['The Blacklist'],['Berlin Station']
88,frozenset({'Atypical'}),frozenset({'Berlin Station'}),0.5714285714285714,0.4523809523809524,0.2857142857142857,0.5,1.1052631578947367,0.02721088435374147,1.0952380952380953,0.22222222222222202,['Atypical'],['Berlin Station']
84,frozenset({'Atypical'}),frozenset({'12 Monkeys'}),0.5714285714285714,0.35714285714285715,0.2857142857142857,0.5,1.4,0.08163265306122447,1.2857142857142856,0.6666666666666665,['Atypical'],['12 Monkeys']
85,frozenset({'12 Monkeys'}),frozenset({'Atypical'}),0.35714285714285715,0.5714285714285714,0.2857142857142857,0.7999999999999999,1.4,0.08163265306122447,2.1428571428571423,0.44444444444444436,['12 Monkeys'],['Atypical']
86,frozenset({'Ozark'}),frozenset({'Cobra Kai'}),0.7380952380952381,0.3333333333333333,0.2857142857142857,0.3870967741935483,1.161290322580645,0.03968253968253965,1.0877192982456139,0.53030303030303,['Ozark'],['Cobra Kai']
87,frozenset({'Cobra Kai'}),frozenset({'Ozark'}),0.3333333333333333,0.7380952380952381,0.2857142857142857,0.8571428571428571,1.161290322580645,0.03968253968253965,1.8333333333333324,0.20833333333333315,['Cobra Kai'],['Ozark']
89,frozenset({'Berlin Station'}),frozenset({'Atypical'}),0.4523809523809524,0.5714285714285714,0.2857142857142857,0.631578947368421,1.105263157894737,0.02721088435374147,1.163265306122449,0.1739130434782607,['Berlin Station'],['Atypical']
90,frozenset({'The Wire'}),frozenset({'The Mentalist'}),0.35714285714285715,0.42857142857142855,0.2857142857142857,0.7999999999999999,1.8666666666666667,0.13265306122448978,2.857142857142856,0.7222222222222222,['The Wire'],['The Mentalist']
91,frozenset({'The Mentalist'}),frozenset({'The Wire'}),0.42857142857142855,0.35714285714285715,0.2857142857142857,0.6666666666666666,1.8666666666666665,0.13265306122448978,1.9285714285714282,0.8125,['The Mentalist'],['The Wire']
74,"frozenset({'Mr. Robot', 'The Blacklist'})",frozenset({'Ozark'}),0.3333333333333333,0.7380952380952381,0.2857142857142857,0.8571428571428571,1.161290322580645,0.03968253968253965,1.8333333333333324,0.20833333333333315,"['Mr. Robot', 'The Blacklist']",['Ozark']
75,"frozenset({'Mr. Robot', 'Ozark'})",frozenset({'The Blacklist'}),0.42857142857142855,0.6428571428571429,0.2857142857142857,0.6666666666666666,1.037037037037037,0.010204081632653017,1.0714285714285712,0.062499999999999736,"['Mr. Robot', 'Ozark']",['The Blacklist']
59,"frozenset({'The Blacklist', 'Family Guy'})",frozenset({'Ozark'}),0.3333333333333333,0.7380952380952381,0.2857142857142857,0.8571428571428571,1.161290322580645,0.03968253968253965,1.8333333333333324,0.20833333333333315,"['The Blacklist', 'Family Guy']",['Ozark']
73,frozenset({'Ozark'}),frozenset({'Demon Slayer'}),0.7380952380952381,0.47619047619047616,0.2857142857142857,0.3870967741935483,0.8129032258064515,-0.06575963718820865,0.8546365914786966,-0.4677419354838712,['Ozark'],['Demon Slayer']
64,frozenset({'Deception'}),frozenset({'The Mentalist'}),0.47619047619047616,0.42857142857142855,0.2857142857142857,0.6,1.4000000000000001,0.0816326530612245,1.4285714285714284,0.5454545454545455,['Deception'],['The Mentalist']
72,frozenset({'Demon Slayer'}),frozenset({'Ozark'}),0.47619047619047616,0.7380952380952381,0.2857142857142857,0.6,0.8129032258064516,-0.06575963718820865,0.6547619047619047,-0.305263157894737,['Demon Slayer'],['Ozark']
56,frozenset({'Atypical'}),frozenset({'Stranger Things'}),0.5714285714285714,0.38095238095238093,0.2857142857142857,0.5,1.3125,0.06802721088435376,1.2380952380952381,0.5555555555555557,['Atypical'],['Stranger Things']
57,frozenset({'Stranger Things'}),frozenset({'Atypical'}),0.38095238095238093,0.5714285714285714,0.2857142857142857,0.75,1.3125,0.06802721088435376,1.7142857142857144,0.38461538461538475,['Stranger Things'],['Atypical']
60,"frozenset({'Ozark', 'Family Guy'})",frozenset({'The Blacklist'}),0.38095238095238093,0.6428571428571429,0.2857142857142857,0.75,1.1666666666666665,0.040816326530612235,1.4285714285714284,0.2307692307692307,"['Ozark', 'Family Guy']",['The Blacklist']
61,frozenset({'The Blacklist'}),"frozenset({'Ozark', 'Family Guy'})",0.6428571428571429,0.38095238095238093,0.2857142857142857,0.44444444444444436,1.1666666666666665,0.040816326530612235,1.1142857142857143,0.4,['The Blacklist'],"['Ozark', 'Family Guy']"
62,frozenset({'Ozark'}),"frozenset({'The Blacklist', 'Family Guy'})",0.7380952380952381,0.3333333333333333,0.2857142857142857,0.3870967741935483,1.161290322580645,0.03968253968253965,1.0877192982456139,0.53030303030303,['Ozark'],"['The Blacklist', 'Family Guy']"
63,frozenset({'Family Guy'}),"frozenset({'The Blacklist', 'Ozark'})",0.4523809523809524,0.5,0.2857142857142857,0.631578947368421,1.263157894736842,0.05952380952380951,1.357142857142857,0.3804347826086955,['Family Guy'],"['The Blacklist', 'Ozark']"
58,"frozenset({'The Blacklist', 'Ozark'})",frozenset({'Family Guy'}),0.5,0.4523809523809524,0.2857142857142857,0.5714285714285714,1.263157894736842,0.05952380952380951,1.277777777777778,0.4166666666666666,"['The Blacklist', 'Ozark']",['Family Guy']
65,frozenset({'The Mentalist'}),frozenset({'Deception'}),0.42857142857142855,0.47619047619047616,0.2857142857142857,0.6666666666666666,1.4,0.0816326530612245,1.5714285714285714,0.5000000000000001,['The Mentalist'],['Deception']
67,frozenset({'Deception'}),frozenset({'The Blacklist'}),0.47619047619047616,0.6428571428571429,0.2857142857142857,0.6,0.9333333333333332,-0.020408163265306145,0.8928571428571427,-0.12000000000000012,['Deception'],['The Blacklist']
68,frozenset({'Family Guy'}),frozenset({'Deception'}),0.4523809523809524,0.47619047619047616,0.2857142857142857,0.631578947368421,1.3263157894736841,0.07029478458049887,1.4217687074829932,0.4492753623188406,['Family Guy'],['Deception']
69,frozenset({'Deception'}),frozenset({'Family Guy'}),0.47619047619047616,0.4523809523809524,0.2857142857142857,0.6,1.3263157894736841,0.07029478458049887,1.369047619047619,0.4696969696969697,['Deception'],['Family Guy']
70,frozenset({'Daredevil'}),frozenset({'Demon Slayer'}),0.38095238095238093,0.47619047619047616,0.2857142857142857,0.75,1.5750000000000002,0.10430839002267575,2.0952380952380953,0.5897435897435899,['Daredevil'],['Demon Slayer']
66,frozenset({'The Blacklist'}),frozenset({'Deception'}),0.6428571428571429,0.47619047619047616,0.2857142857142857,0.44444444444444436,0.9333333333333332,-0.020408163265306145,0.9428571428571428,-0.16666666666666685,['The Blacklist'],['Deception']
71,frozenset({'Demon Slayer'}),frozenset({'Daredevil'}),0.47619047619047616,0.38095238095238093,0.2857142857142857,0.6,1.575,0.10430839002267575,1.5476190476190477,0.696969696969697,['Demon Slayer'],['Daredevil']
126,"frozenset({'The Blacklist', 'Family Guy', 'Ozark'})",frozenset({'Atypical'}),0.2857142857142857,0.5714285714285714,0.2619047619047619,0.9166666666666667,1.604166666666667,0.09863945578231295,5.142857142857148,0.5272727272727273,"['The Blacklist', 'Family Guy', 'Ozark']",['Atypical']
131,"frozenset({'Atypical', 'Family Guy'})","frozenset({'The Blacklist', 'Ozark'})",0.38095238095238093,0.5,0.2619047619047619,0.6875000000000001,1.3750000000000002,0.07142857142857145,1.6000000000000005,0.44055944055944063,"['Atypical', 'Family Guy']","['The Blacklist', 'Ozark']"
130,"frozenset({'The Blacklist', 'Ozark'})","frozenset({'Atypical', 'Family Guy'})",0.5,0.38095238095238093,0.2619047619047619,0.5238095238095238,1.3750000000000002,0.07142857142857145,1.3,0.5454545454545456,"['The Blacklist', 'Ozark']","['Atypical', 'Family Guy']"
129,"frozenset({'The Blacklist', 'Family Guy'})","frozenset({'Atypical', 'Ozark'})",0.3333333333333333,0.4523809523809524,0.2619047619047619,0.7857142857142858,1.7368421052631582,0.11111111111111113,2.555555555555557,0.6363636363636365,"['The Blacklist', 'Family Guy']","['Atypical', 'Ozark']"
128,"frozenset({'The Blacklist', 'Atypical'})","frozenset({'Family Guy', 'Ozark'})",0.42857142857142855,0.38095238095238093,0.2619047619047619,0.6111111111111112,1.604166666666667,0.09863945578231295,1.5918367346938778,0.6590909090909093,"['The Blacklist', 'Atypical']","['Family Guy', 'Ozark']"
127,"frozenset({'Atypical', 'Family Guy', 'Ozark'})",frozenset({'The Blacklist'}),0.30952380952380953,0.6428571428571429,0.2619047619047619,0.8461538461538461,1.3162393162393162,0.0629251700680272,2.321428571428571,0.34796238244514094,"['Atypical', 'Family Guy', 'Ozark']",['The Blacklist']
124,"frozenset({'The Blacklist', 'Atypical', 'Family Guy'})",frozenset({'Ozark'}),0.30952380952380953,0.7380952380952381,0.2619047619047619,0.8461538461538461,1.1464019851116625,0.03344671201814059,1.702380952380952,0.18495297805642633,"['The Blacklist', 'Atypical', 'Family Guy']",['Ozark']
125,"frozenset({'The Blacklist', 'Atypical', 'Ozark'})",frozenset({'Family Guy'}),0.3333333333333333,0.4523809523809524,0.2619047619047619,0.7857142857142858,1.7368421052631582,0.11111111111111113,2.555555555555557,0.6363636363636365,"['The Blacklist', 'Atypical', 'Ozark']",['Family Guy']
123,frozenset({'Stranger Things'}),frozenset({'The Blacklist'}),0.38095238095238093,0.6428571428571429,0.2619047619047619,0.6875000000000001,1.0694444444444446,0.017006802721088454,1.142857142857143,0.10489510489510499,['Stranger Things'],['The Blacklist']
122,frozenset({'The Blacklist'}),frozenset({'Stranger Things'}),0.6428571428571429,0.38095238095238093,0.2619047619047619,0.4074074074074074,1.0694444444444444,0.017006802721088454,1.0446428571428572,0.18181818181818205,['The Blacklist'],['Stranger Things']
133,"frozenset({'Family Guy', 'Ozark'})","frozenset({'The Blacklist', 'Atypical'})",0.38095238095238093,0.42857142857142855,0.2619047619047619,0.6875000000000001,1.604166666666667,0.09863945578231295,1.8285714285714292,0.6083916083916084,"['Family Guy', 'Ozark']","['The Blacklist', 'Atypical']"
121,frozenset({'The Walking Dead'}),"frozenset({'The Blacklist', 'Ozark'})",0.47619047619047616,0.5,0.2619047619047619,0.55,1.1,0.023809523809523836,1.1111111111111112,0.17355371900826466,['The Walking Dead'],"['The Blacklist', 'Ozark']"
132,"frozenset({'Atypical', 'Ozark'})","frozenset({'The Blacklist', 'Family Guy'})",0.4523809523809524,0.3333333333333333,0.2619047619047619,0.5789473684210527,1.736842105263158,0.11111111111111113,1.5833333333333337,0.7747035573122529,"['Atypical', 'Ozark']","['The Blacklist', 'Family Guy']"
141,frozenset({'Berlin Station'}),frozenset({'Family Guy'}),0.4523809523809524,0.4523809523809524,0.2619047619047619,0.5789473684210527,1.2797783933518005,0.0572562358276644,1.3005952380952384,0.3992094861660078,['Berlin Station'],['Family Guy']
134,frozenset({'The Blacklist'}),"frozenset({'Atypical', 'Family Guy', 'Ozark'})",0.6428571428571429,0.30952380952380953,0.2619047619047619,0.4074074074074074,1.3162393162393162,0.0629251700680272,1.1651785714285714,0.6727272727272726,['The Blacklist'],"['Atypical', 'Family Guy', 'Ozark']"
135,frozenset({'Atypical'}),"frozenset({'The Blacklist', 'Family Guy', 'Ozark'})",0.5714285714285714,0.2857142857142857,0.2619047619047619,0.45833333333333337,1.604166666666667,0.09863945578231295,1.3186813186813189,0.8787878787878789,['Atypical'],"['The Blacklist', 'Family Guy', 'Ozark']"
136,frozenset({'Family Guy'}),"frozenset({'The Blacklist', 'Atypical', 'Ozark'})",0.4523809523809524,0.3333333333333333,0.2619047619047619,0.5789473684210527,1.736842105263158,0.11111111111111113,1.5833333333333337,0.7747035573122529,['Family Guy'],"['The Blacklist', 'Atypical', 'Ozark']"
137,frozenset({'Ozark'}),"frozenset({'The Blacklist', 'Atypical', 'Family Guy'})",0.7380952380952381,0.30952380952380953,0.2619047619047619,0.3548387096774194,1.1464019851116625,0.03344671201814059,1.0702380952380952,0.48760330578512406,['Ozark'],"['The Blacklist', 'Atypical', 'Family Guy']"
